"IndicatorCode","Indicator","ValueType","ParentLocationCode","ParentLocation","Location type","SpatialDimValueCode","Location","Period type","Period","Value"
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","KGZ","Kyrgyzstan","Year",2005,1200
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","KGZ","Kyrgyzstan","Year",2000,100
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","LTU","Lithuania","Year",2023,3600
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","LTU","Lithuania","Year",2022,3600
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","LTU","Lithuania","Year",2021,3500
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","LTU","Lithuania","Year",2020,3400
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","LTU","Lithuania","Year",2015,2700
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","LTU","Lithuania","Year",2010,2100
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","LTU","Lithuania","Year",2005,1600
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","LTU","Lithuania","Year",2000,1200
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","LUX","Luxembourg","Year",2023,1600
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","LUX","Luxembourg","Year",2022,1500
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","LUX","Luxembourg","Year",2021,1400
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","LUX","Luxembourg","Year",2020,1300
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","LUX","Luxembourg","Year",2015,1000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","LUX","Luxembourg","Year",2010,760
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","LUX","Luxembourg","Year",2005,530
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","LUX","Luxembourg","Year",2000,500
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","LVA","Latvia","Year",2023,6800
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","LVA","Latvia","Year",2022,6900
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","LVA","Latvia","Year",2021,6800
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","LVA","Latvia","Year",2020,6700
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","LVA","Latvia","Year",2015,5400
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","LVA","Latvia","Year",2010,4600
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","LVA","Latvia","Year",2005,4100
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","LVA","Latvia","Year",2000,3300
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","MDA","Republic of Moldova","Year",2023,16000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","MDA","Republic of Moldova","Year",2022,16000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","MDA","Republic of Moldova","Year",2021,16000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","MDA","Republic of Moldova","Year",2020,16000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","MDA","Republic of Moldova","Year",2015,16000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","MDA","Republic of Moldova","Year",2010,16000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","MDA","Republic of Moldova","Year",2005,14000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","MDA","Republic of Moldova","Year",2000,8800
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","MKD","North Macedonia","Year",2023,650
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","MKD","North Macedonia","Year",2022,620
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","MKD","North Macedonia","Year",2021,580
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","MKD","North Macedonia","Year",2020,550
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","MKD","North Macedonia","Year",2015,500
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","MKD","North Macedonia","Year",2010,200
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","MKD","North Macedonia","Year",2005,100
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","MKD","North Macedonia","Year",2000,100
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","MLT","Malta","Year",2023,920
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","MLT","Malta","Year",2022,870
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","MLT","Malta","Year",2021,830
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","MLT","Malta","Year",2020,780
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","MLT","Malta","Year",2015,560
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","MLT","Malta","Year",2010,500
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","MLT","Malta","Year",2005,500
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","MLT","Malta","Year",2000,200
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","MNE","Montenegro","Year",2023,500
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","MNE","Montenegro","Year",2022,500
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","MNE","Montenegro","Year",2021,500
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","MNE","Montenegro","Year",2020,500
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","MNE","Montenegro","Year",2015,500
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","MNE","Montenegro","Year",2010,200
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","MNE","Montenegro","Year",2005,200
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","MNE","Montenegro","Year",2000,100
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","NLD","Netherlands (Kingdom of the)","Year",2022,25000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","NLD","Netherlands (Kingdom of the)","Year",2021,24000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","NLD","Netherlands (Kingdom of the)","Year",2020,24000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","NLD","Netherlands (Kingdom of the)","Year",2015,22000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","NLD","Netherlands (Kingdom of the)","Year",2010,19000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","NLD","Netherlands (Kingdom of the)","Year",2005,15000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","NLD","Netherlands (Kingdom of the)","Year",2000,11000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","PRT","Portugal","Year",2023,47000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","PRT","Portugal","Year",2022,47000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","PRT","Portugal","Year",2021,47000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","PRT","Portugal","Year",2020,46000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","PRT","Portugal","Year",2015,44000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","PRT","Portugal","Year",2010,42000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","PRT","Portugal","Year",2005,38000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","PRT","Portugal","Year",2000,33000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","ROU","Romania","Year",2023,18000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","ROU","Romania","Year",2022,18000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","ROU","Romania","Year",2021,17000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","ROU","Romania","Year",2020,17000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","ROU","Romania","Year",2015,15000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","ROU","Romania","Year",2010,14000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","ROU","Romania","Year",2005,14000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","ROU","Romania","Year",2000,13000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","SRB","Serbia","Year",2023,4000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","SRB","Serbia","Year",2022,3800
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","SRB","Serbia","Year",2021,3700
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","SRB","Serbia","Year",2020,3500
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","SRB","Serbia","Year",2015,2700
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","SRB","Serbia","Year",2010,2000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","SRB","Serbia","Year",2005,1400
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","SRB","Serbia","Year",2000,1000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","SVK","Slovakia","Year",2023,1700
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","SVK","Slovakia","Year",2022,1600
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","SVK","Slovakia","Year",2021,1400
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","SVK","Slovakia","Year",2020,1300
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","SVK","Slovakia","Year",2015,750
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","SVK","Slovakia","Year",2010,500
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","SVK","Slovakia","Year",2005,500
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","SVK","Slovakia","Year",2000,200
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","SVN","Slovenia","Year",2023,940
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","SVN","Slovenia","Year",2022,920
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","SVN","Slovenia","Year",2021,900
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","SVN","Slovenia","Year",2020,870
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","SVN","Slovenia","Year",2015,670
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","SVN","Slovenia","Year",2010,500
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","SVN","Slovenia","Year",2005,500
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","SVN","Slovenia","Year",2000,200
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","TJK","Tajikistan","Year",2023,15000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","TJK","Tajikistan","Year",2022,14000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","TJK","Tajikistan","Year",2021,14000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","TJK","Tajikistan","Year",2020,14000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","TJK","Tajikistan","Year",2015,11000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","TJK","Tajikistan","Year",2010,8800
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","TJK","Tajikistan","Year",2005,5800
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","TJK","Tajikistan","Year",2000,2500
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","UKR","Ukraine","Year",2021,240000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","UKR","Ukraine","Year",2020,240000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","UKR","Ukraine","Year",2015,240000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","UKR","Ukraine","Year",2010,250000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","UKR","Ukraine","Year",2005,250000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","UKR","Ukraine","Year",2000,210000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","UZB","Uzbekistan","Year",2023,62000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","UZB","Uzbekistan","Year",2022,59000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","UZB","Uzbekistan","Year",2021,56000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","UZB","Uzbekistan","Year",2020,54000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","UZB","Uzbekistan","Year",2015,39000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","UZB","Uzbekistan","Year",2010,23000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","UZB","Uzbekistan","Year",2005,6600
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","BGD","Bangladesh","Year",2023,15000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","BGD","Bangladesh","Year",2022,15000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","BGD","Bangladesh","Year",2021,14000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","BGD","Bangladesh","Year",2020,14000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","BGD","Bangladesh","Year",2015,11000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","BGD","Bangladesh","Year",2010,7200
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","BGD","Bangladesh","Year",2005,4100
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","BGD","Bangladesh","Year",2000,1100
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","BTN","Bhutan","Year",2023,1300
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","BTN","Bhutan","Year",2022,1200
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","BTN","Bhutan","Year",2021,1200
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","BTN","Bhutan","Year",2020,1200
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","BTN","Bhutan","Year",2015,980
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","BTN","Bhutan","Year",2010,820
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","BTN","Bhutan","Year",2005,620
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","BTN","Bhutan","Year",2000,500
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","IDN","Indonesia","Year",2023,570000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","IDN","Indonesia","Year",2022,570000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","IDN","Indonesia","Year",2021,570000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","IDN","Indonesia","Year",2020,570000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","IDN","Indonesia","Year",2015,530000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","IDN","Indonesia","Year",2010,420000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","IDN","Indonesia","Year",2005,240000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","IDN","Indonesia","Year",2000,43000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","IND","India","Year",2023,2500
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","LKA","Sri Lanka","Year",2023,4700
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","LKA","Sri Lanka","Year",2022,4700
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","LKA","Sri Lanka","Year",2021,4600
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","LKA","Sri Lanka","Year",2020,4600
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","LKA","Sri Lanka","Year",2015,4500
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","LKA","Sri Lanka","Year",2010,4300
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","LKA","Sri Lanka","Year",2005,3800
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","LKA","Sri Lanka","Year",2000,2400
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","MMR","Myanmar","Year",2023,280000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","MMR","Myanmar","Year",2022,280000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","MMR","Myanmar","Year",2021,280000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","MMR","Myanmar","Year",2020,270000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","MMR","Myanmar","Year",2015,260000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","MMR","Myanmar","Year",2010,240000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","MMR","Myanmar","Year",2005,220000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","MMR","Myanmar","Year",2000,160000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","NPL","Nepal","Year",2023,30000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","NPL","Nepal","Year",2022,30000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","NPL","Nepal","Year",2021,30000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","NPL","Nepal","Year",2020,30000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","NPL","Nepal","Year",2015,31000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","NPL","Nepal","Year",2010,34000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","NPL","Nepal","Year",2005,33000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","NPL","Nepal","Year",2000,20000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","THA","Thailand","Year",2023,580000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","THA","Thailand","Year",2022,580000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","THA","Thailand","Year",2021,590000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","THA","Thailand","Year",2020,590000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","THA","Thailand","Year",2015,640000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","THA","Thailand","Year",2010,720000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","THA","Thailand","Year",2005,810000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","THA","Thailand","Year",2000,920000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","TLS","Timor-Leste","Year",2023,1700
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","TLS","Timor-Leste","Year",2022,1700
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","TLS","Timor-Leste","Year",2021,1600
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","TLS","Timor-Leste","Year",2020,1500
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","TLS","Timor-Leste","Year",2015,1300
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","TLS","Timor-Leste","Year",2010,1000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","TLS","Timor-Leste","Year",2005,810
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","SEAR","South-East Asia","Country","TLS","Timor-Leste","Year",2000,590
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","AUS","Australia","Year",2023,29000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","AUS","Australia","Year",2022,29000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","AUS","Australia","Year",2021,29000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","AUS","Australia","Year",2020,28000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","AUS","Australia","Year",2015,25000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","AUS","Australia","Year",2010,20000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","AUS","Australia","Year",2005,16000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","AUS","Australia","Year",2000,12000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","FJI","Fiji","Year",2023,2600
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","FJI","Fiji","Year",2022,2300
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","FJI","Fiji","Year",2021,2100
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","FJI","Fiji","Year",2020,1900
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","FJI","Fiji","Year",2015,1100
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","FJI","Fiji","Year",2010,660
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","FJI","Fiji","Year",2005,500
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","FJI","Fiji","Year",2000,200
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","KHM","Cambodia","Year",2023,76000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","KHM","Cambodia","Year",2022,76000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","KHM","Cambodia","Year",2021,77000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","KHM","Cambodia","Year",2020,78000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","KHM","Cambodia","Year",2015,81000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","KHM","Cambodia","Year",2010,84000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","KHM","Cambodia","Year",2005,84000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","KHM","Cambodia","Year",2000,83000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","LAO","Lao People's Democratic Republic","Year",2023,20000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","LAO","Lao People's Democratic Republic","Year",2022,19000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","WPR","Western Pacific","Country","LAO","Lao People's Democratic Republic","Year",2021,18000
